project_key,date,pr_opened_count_daily,pr_merged_count_daily,pr_closed_not_merged_daily,pr_active_daily,pr_daily_avg_lead_time_hours,pr_daily_median_lead_time_hours,pr_daily_avg_review_latency_hours,lead_time_sample_size
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-01,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-02,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-03,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-04,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-05,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-06,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-07,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-08,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-09,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-10,6,5,1,0,0.1951,0.0631,,5
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-11,1,1,0,0,0.0956,0.0956,,1
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-12,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-13,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-14,1,0,0,1,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-15,0,1,0,0,13.7919,13.7919,,1
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-16,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-17,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-18,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-19,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-20,1,0,0,1,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-21,1,1,0,1,17.1267,17.1267,,1
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-22,0,0,1,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-23,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-24,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-25,1,0,0,1,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-26,1,1,0,1,12.3867,12.3867,,1
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-27,0,1,0,0,15.59,15.59,,1
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-28,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-29,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-30,0,0,0,0,,,,0
FreedomIntelligence/OpenClaw-Medical-Skills,2026-03-31,0,0,0,0,,,,0
